Title,Description,category,combined_text
How to implement a good Pronoun Resolver algorithm in OpenNLP?,"<p>I use OpenNLP's coreference package for anaphora resolution. So basically I have this input string:</p>

<blockquote>
  <p>""Harry writes a letter to his brother. He told him that he met Mary in London. They had a lunch together."";</p>
</blockquote>

<p>The set of mentions output are as below:</p>

<blockquote>
  <p>Harry, his, He, him, he, They</p>
</blockquote>

<p>I need to replace the pronouns with its proper nouns. I wrote a simple algorithm for this by adding each mention into a list, then iterate the list while replacing each pronouns with the 1st mention (""Harry""). My problem is ""his"" will be ""Harry"" not ""Harry's"".</p>

<p>There aren't a lot of examples/tutorials on pronoun resolver. I have looked through the OpenNLP API. Either I'm looking in the wrong direction or there is one in the API but I don't know how to use it. Can someone please guide me in the right direction to pronoun resolving or give an example of how to do this? Maybe there's a better way that I didn't know of.</p>
",Coreference & Relation Extraction,implement good pronoun resolver algorithm opennlp use opennlp coreference package anaphora resolution basically input string harry writes letter brother told met mary london lunch together set mention output harry need replace pronoun proper noun wrote simple algorithm adding mention list iterate list replacing pronoun st mention harry problem harry harry lot example tutorial pronoun resolver looked opennlp api either looking wrong direction one api know use someone please guide right direction pronoun resolving give example maybe better way know
CLIPS command line prompt for Mac,"<p>I have downloaded the dmg file for CLIPS, the rule based language system due to NASA. But I am not able to find any executable that lets me run the command prompt version of CLIPS on mac. I have thoroughly checked all the folders and have googled to no end.</p>

<p>Also, is there any other more modern rule engine out there that is worth looking at? We are trying to write language rules for phrase chunking and entity relation extraction in incomplete phrase like sentences.</p>
",Coreference & Relation Extraction,clip command line prompt mac downloaded dmg file clip rule based language system due nasa able find executable let run command prompt version clip mac thoroughly checked folder googled end also modern rule engine worth looking trying write language rule phrase chunking entity relation extraction incomplete phrase like sentence
Accessing Stanford Core NLP Coreference Chain output in Ruby,"<p>I am trying to use the Stanford Core NLP <code>:coref_chain</code> to get a list of entity mentions out of some text. When I run this code:</p>

<pre><code>text = 'Angela Merkel met Nicolas Sarkozy on January 25th in ' +
   'Berlin to discuss a new austerity package. Sarkozy ' +
   'looked pleased, but Merkel was dismayed.'

pipeline =  StanfordCoreNLP.load(:tokenize, :ssplit, :pos, :lemma, :parse, :ner, :dcoref)
text = StanfordCoreNLP::Annotation.new(text)
pipeline.annotate(text)

  puts text.get(:coref_chain)
</code></pre>

<p>I get this output:</p>

<pre><code>{1=CHAIN1-[""Angela Merkel"" in sentence 1, ""Merkel"" in sentence 2], 3=CHAIN3-[""January 25th"" in sentence 1], 4=CHAIN4-[""Berlin"" in sentence 1], 5=CHAIN5-[""Nicolas Sarkozy on January 25th"" in sentence 1, ""Sarkozy"" in sentence 2], 6=CHAIN6-[""a new austerity package"" in sentence 1]}
</code></pre>

<p>Is this a hash? According to the documentation on Stanford site, I should be able to access these values through the attribute names but no combination has worked for me. In fact, adding anything other than <code>to_s</code> yields a ""no method found"" error.</p>

<p>Does any one know how I would get the names out of this? Just ""Angela Merkel"" for example? In a best case scenario, I would get the start, end and heads as well.</p>
",Coreference & Relation Extraction,accessing stanford core nlp coreference chain output ruby trying use stanford core nlp get list entity mention text run code get output hash according documentation stanford site able access value attribute name combination ha worked fact adding anything yield method found error doe one know would get name angela merkel example best case scenario would get start end head well
Modeling features of Relation Extraction in the SVMlight input format,"<p>I am currently working on a project that focuses on relation extraction from a corpus of Wikipedia text, and I plan to use an SVM to extract these relations. To model this, I plan to use Word features, POS Tag features, Entity features, Mention features and so on as mentioned in the following paper - <a href=""https://gate.ac.uk/sale/eswc06/eswc06-relation.pdf"" rel=""nofollow"">https://gate.ac.uk/sale/eswc06/eswc06-relation.pdf</a> (Page 6 onwards)</p>

<p>Now, I have set up the pipeline for feature extraction and got the corpus annotated and I wish to use a package like SVM-Light for the purpose of the project. According to the input file format of the SVM-Light package, this is the requisite format - 
 .=.  : : ... : #</p>

<p>Example (from the SVM-Light webpage) - </p>

<p>In classification mode, the target value denotes the class of the example. +1 as the target value marks a positive example, -1 a negative example respectively. So, for example, the line</p>

<p>-1 1:0.43 3:0.12 9284:0.2 # abcdef</p>

<p>specifies a negative example for which feature number 1 has the value 0.43, feature number 3 has the value 0.12, feature number 9284 has the value 0.2, and all the other features have value 0. In addition, the string abcdef is stored with the vector, which can serve as a way of providing additional information for user defined kernels. </p>

<p>Now, I wish to know how do we model the features that I am using whose values include words, POS Tags and entity types and subtypes into the feature vector accepted by the SVM-Light package, where each feature has a real number value associated with it. How is the mapping from my choice of features to these real values done? </p>

<p>It would be of great help if someone who has worked at a similar problem before could just prod me in the right direction. </p>

<p>Thanks.</p>
",Coreference & Relation Extraction,modeling feature relation extraction svmlight input format currently working project focus relation extraction corpus wikipedia text plan use svm extract relation model plan use word feature po tag feature entity feature mention feature mentioned following paper page onwards set pipeline feature extraction got corpus annotated wish use package like svm light purpose project according input file format svm light package requisite format example svm light webpage classification mode target value denotes class example target value mark positive example negative example respectively example line abcdef specifies negative example feature number ha value feature number ha value feature number ha value feature value addition string abcdef stored vector serve way providing additional information user defined kernel wish know model feature using whose value include word po tag entity type subtypes feature vector accepted svm light package feature ha real number value associated mapping choice feature real value done would great help someone ha worked similar problem could prod right direction thanks
Stanford coreNLP : can a word in a sentence be part of multiple Coreference chains,"<p>The question is in the title. Using Stanford's NLP coref module, I am wondering if a given word can be part of multiple coreference chains. Or can it only be part of one chain. 
Could you give me examples of when this might occur. </p>

<p>Similarly, can a word be part of multiple coreference mentions, or only one.</p>

<p>Thank you.</p>
",Coreference & Relation Extraction,stanford corenlp word sentence part multiple coreference chain question title using stanford nlp coref module wondering given word part multiple coreference chain part one chain could give example might occur similarly word part multiple coreference mention one thank
Stanford CoreNLP wrong coreference resolution,"<p>I am still playing with Stanford's CoreNLP and I am encountering strange results on a very trivial test of Coreference resolution. </p>

<p>Given the two sentences :  </p>

<blockquote>
  <p>The hotel had a big bathroom. It was very clean.</p>
</blockquote>

<p>I would expect ""It"" in sentence 2 to be coreferenced by ""bathroom"" or at least ""a big bathroom"" of sentence 1. </p>

<p>Unfortunately it point to ""The hotel"" which in my opinion is wrong.</p>

<p>Is there a way to solve this problem ? Do I need to train anything or is it supposed to work out of the box ?</p>

<pre><code>    Annotation a = getPipeline().getAnnotation(""The hotel had a big bathroom. It was very clean."");

    System.out.println(a.get(CorefChainAnnotation.class));
</code></pre>

<p>output : </p>

<blockquote>
  <p>{1=CHAIN1-[""The hotel"" in sentence 1, ""It"" in sentence 2], 2=CHAIN2-[""a big bathroom"" in sentence 1]}</p>
</blockquote>

<p>Many thanks for your help.</p>
",Coreference & Relation Extraction,stanford corenlp wrong coreference resolution still playing stanford corenlp encountering strange result trivial test coreference resolution given two sentence hotel big bathroom wa clean would expect sentence coreferenced bathroom least big bathroom sentence unfortunately point hotel opinion wrong way solve problem need train anything supposed work box output chain hotel sentence sentence chain big bathroom sentence many thanks help
How to Identify mentions in a text?,"<p>I am looking for rule-based methods or any other methods to identify all mentions in a text. I have found several libraries that give coreferences but no exact options for only mentions. What I want is something like below: </p>

<p>Input text: </p>

<blockquote>
  <p>[This painter]'s indulgence of visual fantasy, and appreciation of different historic architectural styles can be seen in his 1840 Architect's Dream. After a series of paintings on The Last of the Mohicans, [he] made a three year trip to Europe in 1829, but [he] is better known for a trip four years earlier in which [he] journeyed up the Hudson River to the Catskill Mountains. FTP, name [this painter of The Oxbow] and The Voyage of Life series.</p>
</blockquote>

<p>*The square brackets highlight mentions. </p>

<p>How do I find mentions? Also, how is it different from coreferences? It would be really helpful if someone could post links to the concerned papers. </p>
",Coreference & Relation Extraction,identify mention text looking rule based method method identify mention text found several library give coreference exact option mention want something like input text painter indulgence visual fantasy appreciation different historic architectural style seen architect dream series painting last mohican made three year trip europe better known trip four year earlier journeyed hudson river catskill mountain ftp name painter oxbow voyage life series square bracket highlight mention find mention also different coreference would really helpful someone could post link concerned paper
Stanford NLP - Using Parsed or Tagged text to generate Full XML,"<p>I'm trying to extract data from the PennTreeBank, Wall Street Journal corpus. Most of it already has the parse trees, but some of the data is only tagged.
i.e. wsj_DDXX.mrg and wsj_DDXX.pos files.</p>

<p>I would like to use the already parsed trees and tagged data in these files so as not to use the parser and taggers within CoreNLP, but I still want the output file format that CoreNLP gives; namely, the XML file that contains the dependencies, entity coreference, and the parse tree and tagged data.</p>

<p>I've read many of the java docs but I cannot figure out how to get it the way I described.</p>

<p>For POS, I tried using the <a href=""http://nlp.stanford.edu/nlp/javadoc/javanlp-3.5.2/edu/stanford/nlp/parser/lexparser/LexicalizedParser.html"" rel=""nofollow"">LexicalizedParser</a> and it allows me to use the tags, but I can only generate an XML file with the some of the information I want; there is no option for coreference or generating the parse trees. To get it to correctly generate the sub-optimal XML files here, I had to write a script to get rid of all of the brackets within the files. This is the command I use:</p>

<blockquote>
  <p>java -cp ""*"" edu.stanford.nlp.parser.lexparser.LexicalizedParser -outputFormat typedDependenciesCollapsed,wordsAndTags -outputFilesExtension xml -outputFormatOptions xml -writeOutputFiles -outputFilesDirectory my\dir -tokenized -tagSeparator / -tokenizerFactory edu.stanford.nlp.process.WhitespaceTokenizer -tokenizerMethod newCoreLabelTokenizerFactory edu/stanford/nlp/models/lexparser/englishPCFG.ser.gz my\wsj\files\dir</p>
</blockquote>

<p>I also can't generate the data I would like to have for the WSJ data that already has the trees. I tried using what is said <a href=""http://nlp.stanford.edu/software/parser-faq.shtml#s"" rel=""nofollow"">here</a> and I looked at the corresponding Javadocs. I used the command similar to what is described. But I had to write a python program to retrieve the stdout data resulting from analyzing each file and wrote it into a new file. This resulting data is only a text file with the dependencies and is not in the desired XML notation.</p>

<p>To summarize, I would like to use the POS and tree data from these PTB files in order to generate a CoreNLP parse corresponding to what would occur if I used CoreNLP on a regular text file. The pseudo command would be like this:</p>

<blockquote>
  <p>java -cp ""*"" edu.stanford.nlp.pipeline.CoreNLP -useTreeFile wsj_DDXX.mrg</p>
</blockquote>

<p>and</p>

<blockquote>
  <p>java -cp ""*"" edu.stanford.nlp.pipeline.CoreNLP -usePOSFile wsj_DDXX.pos</p>
</blockquote>

<p>Edit: fixed a link.</p>
",Coreference & Relation Extraction,stanford nlp using parsed tagged text generate full xml trying extract data penntreebank wall street journal corpus already ha parse tree data tagged e wsj ddxx mrg wsj ddxx po file would like use already parsed tree tagged data file use parser tagger within corenlp still want output file format corenlp give namely xml file contains dependency entity coreference parse tree tagged data read many java doc figure get way described po tried using lexicalizedparser allows use tag generate xml file information want option coreference generating parse tree get correctly generate sub optimal xml file write script get rid bracket within file command use java cp edu stanford nlp parser lexparser lexicalizedparser outputformat typeddependenciescollapsed wordsandtags outputfilesextension xml outputformatoptions xml writeoutputfiles outputfilesdirectory dir tokenized tagseparator tokenizerfactory edu stanford nlp process whitespacetokenizer tokenizermethod newcorelabeltokenizerfactory edu stanford nlp model lexparser englishpcfg ser gz wsj file dir also generate data would like wsj data already ha tree tried using said looked corresponding javadocs used command similar described write python program retrieve stdout data resulting analyzing file wrote new file resulting data text file dependency desired xml notation summarize would like use po tree data ptb file order generate corenlp parse corresponding would occur used corenlp regular text file pseudo command would like java cp edu stanford nlp pipeline corenlp usetreefile wsj ddxx mrg java cp edu stanford nlp pipeline corenlp useposfile wsj ddxx po edit fixed link
Other coreference resolution alternatives,"<p>I'm working a project that requires use of coreference resolution for sentences. I tried out the Stanford CoreNLP's coreference resolution and it works fine, though it does noticeably and expectedly run slower for larger pieces of text I'm analyzing.</p>

<p>Could anyone suggest alternative coreference resolution tools that may run faster than Stanford's? (Preferably in Java or Python)</p>
",Coreference & Relation Extraction,coreference resolution alternative working project requires use coreference resolution sentence tried stanford corenlp coreference resolution work fine though doe noticeably expectedly run slower larger piece text analyzing could anyone suggest alternative coreference resolution tool may run faster stanford preferably java python
Executing stanford corenlp coreference resolution,"<p>I am trying to execute stanford corenlp package to get coreference resolution. </p>

<p>Here is the command given for coref execution:</p>

<pre><code>java -cp &lt;jars_in_corenlp&gt; -Xmx8g edu.stanford.nlp.dcoref.SieveCoreferenceSystem -props &lt;properties file&gt;
</code></pre>

<p>I executed like this -</p>

<pre><code>java - cp ""*"" -Xmx2g edu.stanford.nlp.dcoref.SieveCoreferenceSystem -props annotators = pos, lemma, ner, parse dcoref.postprocessing = true dcoref.maxdist = -1 -file input.txt

java - cp ""*"" -Xmx2g edu.stanford.nlp.dcoref.SieveCoreferenceSystem -props annotators = pos, lemma, ner, parse dcoref.postprocessing = true dcoref.maxdist = -1 input.txt
</code></pre>

<p>gives error -</p>

<pre><code>Error: Could not create the Java Virtual Machine.
Error: A fatal exception has occurred. Program will exit.
</code></pre>

<p>This way it works, but it loads all <code>jar</code> files, which takes additional time, I want to execute with minimal execution time.</p>

<pre><code>java -cp ""*"" -Xmx2g edu.stanford.nlp.pipeline.StanfordCoreNLP -annotators tokenize,ssplit,pos,lemma,ner,parse,dcoref -file input.txt
</code></pre>
",Coreference & Relation Extraction,executing stanford corenlp coreference resolution trying execute stanford corenlp package get coreference resolution command given coref execution executed like give error way work load file take additional time want execute minimal execution time
customizing stanford corenlp package,"<p>I am using python version of stanford corenlp which uses jsonrpc client/server logic. - <a href=""https://bitbucket.org/karimkhanp/corenlp-python"" rel=""nofollow"">link</a></p>

<p>While using this package, I get following result (result is for coreference resolution)</p>

<pre><code>Sentence - Bill Gates is richest person, he is also good by nature
</code></pre>

<p>result : </p>

<pre><code>Coreference set:
    (1,5,[4,13]) -&gt; (1,2,[1,3]), that is: ""richest person , he is also good by nature"" -&gt; ""Bill Gates""
    (1,5,[4,6]) -&gt; (1,2,[1,3]), that is: ""richest person"" -&gt; ""Bill Gates""
    (1,7,[7,8]) -&gt; (1,2,[1,3]), that is: ""he"" -&gt; ""Bill Gates""
</code></pre>

<p>Initially I thought replacing referring entity by referred entity will give me resolved sentence. But looking at above result, I thought this idea will not always work. </p>

<p>So I thought if referring entity is pronoun from I, you, he, she, it, we, they. then only replace it. So above sentence would now result as</p>

<pre><code>Bill Gates is richest person, Bill Gates is also good by nature
</code></pre>

<p>I want to know, can I customize stanford package to do this and get the modified resultant sentence as a result for this package?</p>

<p>Please consider this note :</p>

<blockquote>
  <p>It runs the Stanford CoreNLP jar in a separate process, communicates
  with the java process using its command-line interface, and makes
  assumptions about the output of the parser in order to parse it into a
  Python dict object and transfer it using JSON. The parser will break
  if the output changes significantly, but it has been tested on Core
  NLP tools version 3.4.1 released 2014-08-27.</p>
</blockquote>
",Coreference & Relation Extraction,customizing stanford corenlp package using python version stanford corenlp us jsonrpc client server logic link using package get following result result coreference resolution result initially thought replacing referring entity referred entity give resolved sentence looking result thought idea always work thought referring entity pronoun replace sentence would result want know customize stanford package get modified resultant sentence result package please consider note run stanford corenlp jar separate process communicates java process using command line interface make assumption output parser order parse python dict object transfer using json parser break output change significantly ha tested core nlp tool version released
Textrunner algorithm: what is a dependency chain?,"<p>On page 3 of <a href=""http://turing.cs.washington.edu/papers/ijcai07.pdf"" rel=""nofollow"">Open information extraction from the web</a> Banko et al describe a self-supervised classifier for relation extraction that that looks at a potential relations between noun phrases. They say that if a sequence of words linking two noun phrases does not meet certain criteria the relation is labeled as ""negative."" If the sequence of words does meet all criteria it is labeled as positive. </p>

<p>One of the criteria that they list is that: </p>

<blockquote>
  <p>There exists a dependency chain between Ei and Ej that is no longer
  than a certain length.</p>
</blockquote>

<p>What are they talking about here? What is a dependency chain? How do you identify a dependency chain?</p>
",Coreference & Relation Extraction,textrunner algorithm dependency chain page open information extraction web banko et al describe self supervised classifier relation extraction look potential relation noun phrase say sequence word linking two noun phrase doe meet certain criterion relation labeled negative sequence word doe meet criterion labeled positive one criterion list exists dependency chain ei ej longer certain length talking dependency chain identify dependency chain
which parser is most suitable for [biomedical] relation extraction?,"<p>I have read about continuency parser and dependency parser. but confused which could be the best choice.</p>

<p>my task is to extract relationship from english wikipedia text(other source may also be included later). What I need is an semantic path(with only most important information) between the two entities interesting. for instance,</p>

<p>form text:
<em><strong>""In America, diabetes is, as everybody knows, a common disease.""</strong></p>

<p>I need the information: 
<strong>""diabetes is disease""</em></strong></p>

<p>which implementation of parser would you suggest? Stanford? Maltparser? or other?</p>

<p>any clue is appreciated.</p>
",Coreference & Relation Extraction,parser suitable biomedical relation extraction read continuency parser dependency parser confused could best choice task extract relationship english wikipedia text source may also included later need semantic path important information two entity interesting instance form text america diabetes everybody know common disease need information diabetes disease implementation parser would suggest stanford maltparser clue appreciated
Huge overhead to loading StanfordOpenNLP model in Java?,"<p>I'm trying to use StanfordNLP to do coreference resolution on chunks of text relating to a given topic, and while trying to load in the StanfordCoreNLP model, it at first completely ran out of memory while loading models, but now is still taking upwards of 15 minutes to load.</p>

<p>I have code like: </p>

<pre><code> public Map&lt;Integer, CorefChain&gt; getCoreferences(String text) {
    Properties props = new Properties();
    props.put(""annotators"", ""tokenize, ssplit, pos, lemma, ner, parse, dcoref"");
    StanfordCoreNLP pipeline = new StanfordCoreNLP(props);
    Annotation document = new Annotation(text);

    pipeline.annotate(document);

    return document.get(CorefCoreAnnotations.CorefChainAnnotation.class);
}
</code></pre>

<p>Is this unavoidable by design? Will it even be possible to do coreference resolution like this in a production application where anything more than 10 seconds is unacceptable?</p>
",Coreference & Relation Extraction,huge overhead loading stanfordopennlp model java trying use stanfordnlp coreference resolution chunk text relating given topic trying load stanfordcorenlp model first completely ran memory loading model still taking upwards minute load code like unavoidable design even possible coreference resolution like production application anything second unacceptable
Internal Access to Coreference Resolution System (Stanford CoreNLP),"<p>I am trying to accomplish coreference resolution within text in Tweets. I would like to use a system built for the Twitter use case as much as possible, so my plan is to do my tokenization and POS tagging using the ark-tweet-nlp package by CMU. I then would like to integrate this with the coreference resolution system in Stanford NLP (my plan is to use the Penn Treebank style tagger from CMU for easier integration). </p>

<p>I am new to Stanford NLP, and although I have been able to implement it's coreference resolution functionality, I can only figure out how to use it for the black box case of it handling all of it's POS, Lemma, NER, and Parsing through the properties interface. I have seen examples online of how to access the parser with outside POS, and tokens through a Java interface:</p>

<pre><code>String[] sent3 = { ""It"", ""can"", ""can"", ""it"", ""."" };
// Parser gets second ""can"" wrong without help (parsing it as modal MD)
String[] tag3 = { ""PRP"", ""MD"", ""VB"", ""PRP"", "".""           };                                                 
List&lt;TaggedWord&gt; sentence3 = new ArrayList&lt;TaggedWord&gt;();
for (int i = 0; i &lt; sent3.length; i++) {
    sentence3.add(new TaggedWord(sent3[i], tag3[i]));
}

Tree parse = lp.parse(sentence3);
parse.pennPrint();
</code></pre>

<p>So I was wondering if anyone knew how to implement this case through a similar kind of interface for coreference. </p>
",Coreference & Relation Extraction,internal access coreference resolution system stanford corenlp trying accomplish coreference resolution within text tweet would like use system built twitter use case much possible plan tokenization po tagging using ark tweet nlp package cmu would like integrate coreference resolution system stanford nlp plan use penn treebank style tagger cmu easier integration new stanford nlp although able implement coreference resolution functionality figure use black box case handling po lemma ner parsing property interface seen example online access parser outside po token java interface wa wondering anyone knew implement case similar kind interface coreference
What is the meaning of this NLP notation?,"<p>I am learning NLP to try and do relation extraction on a corpus. I found <a href=""http://www.ryanmcd.com/courses/gslt2007/gslt2007.pdf"" rel=""nofollow noreferrer"">these</a> slides and am trying to parse the notation for a high-dimensional feature vector (shown below). </p>

<p><img src=""https://i.sstatic.net/G3GoG.png"" alt=""enter image description here""></p>

<p>where</p>

<p><img src=""https://i.sstatic.net/hMZwV.png"" alt=""enter image description here""></p>

<p>How do I turn the top most equation into an English sentence? For each input text unit, x ; for each possible feature, y -- the feature x is-a y can be represented by a feature vector? I am used to seeing cartesian product notation and I am used to seeing function notation and I am used to seeing set builder notation. But there are too many unfamiliar things going on in that line for me to understand what it says. What does the colon mean? What does the arrow mean?</p>
",Coreference & Relation Extraction,meaning nlp notation learning nlp try relation extraction corpus found slide trying parse notation high dimensional feature vector shown turn top equation english sentence input text unit x possible feature feature x represented feature vector used seeing cartesian product notation used seeing function notation used seeing set builder notation many unfamiliar thing going line understand say doe colon mean doe arrow mean
Resolve coreference using Stanford CoreNLP - unable to load parser model,"<p>I want to do a very simple job: given a string containing pronouns, I want to resolve them.</p>

<p>for example, I want to turn the sentence ""Mary has a little lamb. She is cute."" in ""Mary has a little lamb. Mary is cute."".</p>

<p>I have tried to use Stanford CoreNLP. However, I seem unable to get the parser to start. I have imported all the included jars in my project using Eclipse, and I have allocated 3GB to the JVM (-Xmx3g).</p>

<p>The error is very awkward:</p>

<blockquote>
  <p>Exception in thread ""main"" java.lang.NoSuchMethodError:
  edu.stanford.nlp.parser.lexparser.LexicalizedParser.loadModel(Ljava/lang/String;[Ljava/lang/String;)Ledu/stanford/nlp/parser/lexparser/LexicalizedParser;</p>
</blockquote>

<p>I don't understand where that L comes from, I think it is the root of my problem... This is rather weird. I have tried to get inside the source files, but there is no wrong reference there.</p>

<p>Code:</p>

<pre><code>import edu.stanford.nlp.semgraph.SemanticGraphCoreAnnotations.CollapsedCCProcessedDependenciesAnnotation;
import edu.stanford.nlp.dcoref.CorefCoreAnnotations.CorefChainAnnotation;
import edu.stanford.nlp.dcoref.CorefCoreAnnotations.CorefGraphAnnotation;
import edu.stanford.nlp.ling.CoreAnnotations.NamedEntityTagAnnotation;
import edu.stanford.nlp.ling.CoreAnnotations.PartOfSpeechAnnotation;
import edu.stanford.nlp.ling.CoreAnnotations.SentencesAnnotation;
import edu.stanford.nlp.ling.CoreAnnotations.TextAnnotation;
import edu.stanford.nlp.ling.CoreAnnotations.TokensAnnotation;
import edu.stanford.nlp.trees.TreeCoreAnnotations.TreeAnnotation;
import edu.stanford.nlp.ling.CoreLabel;
import edu.stanford.nlp.dcoref.CorefChain;
import edu.stanford.nlp.pipeline.*;
import edu.stanford.nlp.trees.Tree;
import edu.stanford.nlp.semgraph.SemanticGraph;
import edu.stanford.nlp.util.CoreMap;
import edu.stanford.nlp.util.IntTuple;
import edu.stanford.nlp.util.Pair;
import edu.stanford.nlp.util.Timing;
import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.util.ArrayList;
import java.util.List;
import java.util.Map;

import java.util.Properties;

public class Coref {

/**
 * @param args the command line arguments
 */
public static void main(String[] args) throws IOException, ClassNotFoundException {
    // creates a StanfordCoreNLP object, with POS tagging, lemmatization, NER, parsing, and coreference resolution 
    Properties props = new Properties();
    props.put(""annotators"", ""tokenize, ssplit, pos, lemma, ner, parse, dcoref"");
    StanfordCoreNLP pipeline = new StanfordCoreNLP(props);

    // read some text in the text variable
    String text = ""Mary has a little lamb. She is very cute.""; // Add your text here!

    // create an empty Annotation just with the given text
    Annotation document = new Annotation(text);

    // run all Annotators on this text
    pipeline.annotate(document);

    // these are all the sentences in this document
    // a CoreMap is essentially a Map that uses class objects as keys and has values with custom types
    List&lt;CoreMap&gt; sentences = document.get(SentencesAnnotation.class);

    for(CoreMap sentence: sentences) {
      // traversing the words in the current sentence
      // a CoreLabel is a CoreMap with additional token-specific methods
      for (CoreLabel token: sentence.get(TokensAnnotation.class)) {
        // this is the text of the token
        String word = token.get(TextAnnotation.class);
        // this is the POS tag of the token
        String pos = token.get(PartOfSpeechAnnotation.class);
        // this is the NER label of the token
        String ne = token.get(NamedEntityTagAnnotation.class);       
      }

      // this is the parse tree of the current sentence
      Tree tree = sentence.get(TreeAnnotation.class);
      System.out.println(tree);

      // this is the Stanford dependency graph of the current sentence
      SemanticGraph dependencies = sentence.get(CollapsedCCProcessedDependenciesAnnotation.class);
    }

    // This is the coreference link graph
    // Each chain stores a set of mentions that link to each other,
    // along with a method for getting the most representative mention
    // Both sentence and token offsets start at 1!
    Map&lt;Integer, CorefChain&gt; graph = 
      document.get(CorefChainAnnotation.class);
    System.out.println(graph);
  }
}
</code></pre>

<p>Full stack trace:</p>

<blockquote>
  <p>Adding annotator tokenize
  Adding annotator ssplit
  Adding annotator pos
  Loading POS Model [edu/stanford/nlp/models/pos-tagger/english-left3words/english-left3words-distsim.tagger] ... Loading default properties from trained tagger edu/stanford/nlp/models/pos-tagger/english-left3words/english-left3words-distsim.tagger
  Reading POS tagger model from edu/stanford/nlp/models/pos-tagger/english-left3words/english-left3words-distsim.tagger ... done [2.1 sec].
  done [2.2 sec].
  Adding annotator lemma
  Adding annotator ner
  Loading classifier from edu/stanford/nlp/models/ner/english.all.3class.distsim.crf.ser.gz ... done [4.0 sec].
  Loading classifier from edu/stanford/nlp/models/ner/english.muc.distsim.crf.ser.gz ... done [3.0 sec].
  Loading classifier from edu/stanford/nlp/models/ner/english.conll.distsim.crf.ser.gz ... done [3.3 sec].
  Adding annotator parse
  Exception in thread ""main"" java.lang.NoSuchMethodError: edu.stanford.nlp.parser.lexparser.LexicalizedParser.loadModel(Ljava/lang/String;[Ljava/lang/String;)Ledu/stanford/nlp/parser/lexparser/LexicalizedParser;
      at edu.stanford.nlp.pipeline.ParserAnnotator.loadModel(ParserAnnotator.java:115)
      at edu.stanford.nlp.pipeline.ParserAnnotator.(ParserAnnotator.java:64)
      at edu.stanford.nlp.pipeline.StanfordCoreNLP$12.create(StanfordCoreNLP.java:603)
      at edu.stanford.nlp.pipeline.StanfordCoreNLP$12.create(StanfordCoreNLP.java:585)
      at edu.stanford.nlp.pipeline.AnnotatorPool.get(AnnotatorPool.java:62)
      at edu.stanford.nlp.pipeline.StanfordCoreNLP.construct(StanfordCoreNLP.java:329)
      at edu.stanford.nlp.pipeline.StanfordCoreNLP.(StanfordCoreNLP.java:196)
      at edu.stanford.nlp.pipeline.StanfordCoreNLP.(StanfordCoreNLP.java:186)
      at edu.stanford.nlp.pipeline.StanfordCoreNLP.(StanfordCoreNLP.java:178)
      at Coref.main(Coref.java:41)</p>
</blockquote>
",Coreference & Relation Extraction,resolve coreference using stanford corenlp unable load parser model want simple job given string containing pronoun want resolve example want turn sentence mary ha little lamb cute mary ha little lamb mary cute tried use stanford corenlp however seem unable get parser start imported included jar project using eclipse allocated gb jvm xmx g error awkward exception thread main java lang nosuchmethoderror edu stanford nlp parser lexparser lexicalizedparser loadmodel ljava lang string ljava lang string ledu stanford nlp parser lexparser lexicalizedparser understand l come think root problem rather weird tried get inside source file wrong reference code full stack trace adding annotator tokenize adding annotator ssplit adding annotator po loading po model edu stanford nlp model po tagger english left word english left word distsim tagger loading default property trained tagger edu stanford nlp model po tagger english left word english left word distsim tagger reading po tagger model edu stanford nlp model po tagger english left word english left word distsim tagger done sec done sec adding annotator lemma adding annotator ner loading classifier edu stanford nlp model ner english class distsim crf ser gz done sec loading classifier edu stanford nlp model ner english muc distsim crf ser gz done sec loading classifier edu stanford nlp model ner english conll distsim crf ser gz done sec adding annotator parse exception thread main java lang nosuchmethoderror edu stanford nlp parser lexparser lexicalizedparser loadmodel ljava lang string ljava lang string ledu stanford nlp parser lexparser lexicalizedparser edu stanford nlp pipeline parserannotator loadmodel parserannotator java edu stanford nlp pipeline parserannotator parserannotator java edu stanford nlp pipeline stanfordcorenlp create stanfordcorenlp java edu stanford nlp pipeline stanfordcorenlp create stanfordcorenlp java edu stanford nlp pipeline annotatorpool get annotatorpool java edu stanford nlp pipeline stanfordcorenlp construct stanfordcorenlp java edu stanford nlp pipeline stanfordcorenlp stanfordcorenlp java edu stanford nlp pipeline stanfordcorenlp stanfordcorenlp java edu stanford nlp pipeline stanfordcorenlp stanfordcorenlp java coref main coref java
