Title,Description,category,combined_text
How to generate multiple parse trees for an ambiguous sentence in NLTK?,"<p>I have the following code in Python.</p>

<pre><code>sent = [(""very"",""ADJ""),(""colourful"",""ADJ""),(""ice"",""NN""),(""cream"",""NN""),(""van"",""NN"")] 
patterns= r""""""
  NP:{&lt;ADJ&gt;*&lt;NN&gt;+}  

""""""
NPChunker=nltk.RegexpParser(patterns) # create chunk parser
for s in NPChunker.nbest_parse(sent):
    print s.draw()
</code></pre>

<p>The output is:</p>

<pre><code>(S (NP very/ADJ colourful/ADJ ice/NN cream/NN van/NN))
</code></pre>

<p>But the output should have another 2 parse trees.</p>

<pre><code>(S (NP very/ADJ colourful/ADJ ice/NN) (NP cream/NN) (NP van/NN))
(S (NP very/ADJ colourful/ADJ ice/NN cream/NN) van/NN)
</code></pre>

<p>The problem is that only the first regular expression is taken by the RegexpParser. How can I generate all possible parse trees at once?</p>
",Parsing & POS Tagging,generate multiple parse tree ambiguous sentence nltk following code python output output another parse tree problem first regular expression taken regexpparser generate possible parse tree
Is there a reasonably accurate heuristic for detecting the subject and object of an English sentence?,"<p>I realize that flawlessly separating subject noun phrases and object noun phrases from a sentence is an open research problem and is not easily explained here, but is there a smart way of doing this (assuming I already have a POS-tagged sentence) which works for most sentences, or at least relatively simple ones? I know that simply assuming the first noun phrase is the subject is a pretty good approximation, but in sentences beginning with prepositional phrases (e.g., ""Across the clearing and through the stream ran the frightened deer.""), this fails. Ideally, I'd like something which also recognizes the subject in this case.</p>

<p>For reference, that example sentence gives the following parse tree with the Stanford Parser:</p>

<p><code>[ROOT [S [PP [IN Across] [NP [NP [DT the] [NN clearing] ] [CC and] [NP [IN through] ] ] ] [NP [DT the] [NN stream] ] [VP [VBD ran] [NP [DT the] [ADJP [JJ frightened] ] [NNS deer] ] ] [. .] ] ]</code></p>

<p>My current strategy is as follows:</p>

<ol>
<li><p>Subject: Do a BFS on the tree, looking for the first NP.</p></li>
<li><p>Verb: Do a BFS on the tree, looking for the first VP. On this subtree, do a BFS looking for a VB(D|G|N|P|Z).</p></li>
<li><p>Object: Do a BFS on the VP subtree found above, looking for a NP.</p></li>
</ol>

<p>This strategy results in the following for my example:
<code>SUBJECT: (NP (DT the) (NN stream) ) , VERB: (VBD ran) , OBJECT: (NP (DT the) (ADJP (JJ frightened) ) (NNS deer) )</code>.</p>

<p>If possible, I'd like to modify my strategy to not fail on these cases, and eventually even more complicated cases.</p>
",Parsing & POS Tagging,reasonably accurate heuristic detecting subject object english sentence realize flawlessly separating subject noun phrase object noun phrase sentence open research problem easily explained smart way assuming already po tagged sentence work sentence least relatively simple one know simply assuming first noun phrase subject pretty good approximation sentence beginning prepositional phrase e g across clearing stream ran frightened deer fails ideally like something also recognizes subject case reference example sentence give following parse tree stanford parser current strategy follows subject bfs tree looking first np verb bfs tree looking first vp subtree bfs looking vb g n p z object bfs vp subtree found looking np strategy result following example possible like modify strategy fail case eventually even complicated case
Mixing words and PoS tags in NLTK parser grammars,"<p>I've been playing with NLTK for awhile already and am at the point to define custom parser grammar for special chunking. I am following the description in <a href=""http://nltk.googlecode.com/svn/trunk/doc/book/ch07.html"" rel=""nofollow"">http://nltk.googlecode.com/svn/trunk/doc/book/ch07.html</a> but what I am interested to do is slightly different than what is described in the chapter. For instance in example 7.10 instead using the following for the verb phase:
VP: {&lt;VB.*&gt;&lt;NP|PP|CLAUSE&gt;+$}
I would like to  just match sentences that use one particular verb and not any verb. Something like:
VP: {go&lt;NP|PP|CLAUSE&gt;+$}</p>

<p>In other words I would like to match the actual word and not the PoS tag for the word and mix and match actual words and PoS tags in the regular expression.</p>

<p>Is this possible?</p>
",Parsing & POS Tagging,mixing word po tag nltk parser grammar playing nltk awhile already point define custom parser grammar special chunking following description interested slightly different described chapter instance example instead using following verb phase vp vb np pp clause would like match sentence use one particular verb verb something like vp go np pp clause word would like match actual word po tag word mix match actual word po tag regular expression possible
Why there is a difference in parse tree output generated from api and GUI provided in stanfordNLP,"<p>I am using 'stanford-corenlp-full-2013-06-20' api to generate parse tree as given below</p>

<pre><code>private String text= ""Heart attack causes reduced lifespan average"";
Annotation annotation = new Annotation(text);
coreNLP.annotate(annotation);
List&lt;CoreMap&gt; sentences = annotation.get(SentencesAnnotation.class);
for (CoreMap sentence : sentences) {
    Tree tree = sentence.get(TreeAnnotation.class);
    tree.pennPrint();
}
</code></pre>

<p>It is showing sub sentence 'S' as shown below </p>

<pre><code>(ROOT (**S** (NP (NNP Heart) (NN attack))
             (VP (VBZ causes)
                 (**S** (NP (VBN reduced) (NN lifespan) (NN average))))))
</code></pre>

<p>But When I try to parse the same sentence using the GUI provided by 'stanford-parser-full-2013-06-20' it is giving a different tree (It seems right one) as given below</p>

<pre><code>(ROOT (**S** (NP (NNP Heart) (NN attack))
             (VP (VBZ causes)
                 (VP (VBN reduced) (NP (NN lifespan) (NN average))))))
</code></pre>

<p>Can some one point out why they both are showing two different outputs though they both belong to same version.</p>
",Parsing & POS Tagging,difference parse tree output generated api gui provided stanfordnlp using stanford corenlp full api generate parse tree given showing sub sentence shown try parse sentence using gui provided stanford parser full giving different tree seems right one given one point showing two different output though belong version
Any FSM/FSA Based Tagger,"<p>There are several good taggers around. I even asked a question creating own <a href=""https://stackoverflow.com/questions/15921417/creating-own-pos-tagger"">tagger</a>,
I have got another requirement now. In Python I was using <a href=""https://pypi.python.org/pypi/topia.termextract/"" rel=""nofollow noreferrer"">topia</a> and it seemed a great choice for job (fast and concise). But there is no such alternative in Java,I could find.<br>
Now, I have three questions related to this : </p>

<p>1)Is there any term extractor/pos tagger in Java which is based on FSM?</p>

<p>2) Is FSM tagger ""CAN BE"" more efficient (I know it is way faster, but accuracy) than corpus based taggers?</p>

<p>3) How Do I start building One in Java? Any basic guide creating machine extracting pos tags from sentence :- ""Einstein was a great scientist."" ? Just a start ?</p>
",Parsing & POS Tagging,fsm fsa based tagger several good tagger around even asked question creating topia seemed great choice job fast concise alternative java could find three question related term extractor po tagger java based fsm fsm tagger efficient know way faster accuracy corpus based tagger start building one java basic guide creating machine extracting po tag sentence einstein wa great scientist start
Regular expressions in POS tagged NLTK corpus,"<p>I'm loading a POS-tagged corpus in NLTK, and I would like to find certain patterns involving POS tags. These patterns can be quite complex, including a lot of different combinations of POS tags.
Example input string: </p>

<blockquote>
  <p>We/PRP spent/VBD some/DT time/NN reading/NN about/IN the/DT
  historical/JJ importance/NN of/IN tea/NN <strong>in/IN Korea/NNP  and/CC
  China/NNP</strong> and/CC then/RB tasted/VBD the/DT  most/JJS expensive/JJ
  green/JJ tea/NN I/PRP have/VBP ever/RB seen/VBN ./.</p>
</blockquote>

<p>In this case the POS pattern is something like: <code>(IN) (THE)? (NNP) (CC)? (NNP)</code> ...</p>

<p>I'm loading my corpus with:</p>

<pre><code> reader = TaggedCorpusReader(corpus_dir, r'.*\.pos')
</code></pre>

<p>Clearly, I can do this using Python's <code>re</code> package, but such regular expressions quickly become hard to understand, debug, and update for other developers.</p>

<p>What is the most elegant way of doing this in NLTK? Are there helper functions to find patterns in POS-tagged text more readable than usual regex?</p>

<p>Thanks</p>
",Parsing & POS Tagging,regular expression po tagged nltk corpus loading po tagged corpus nltk would like find certain pattern involving po tag pattern quite complex including lot different combination po tag example input string prp spent vbd dt time nn reading nn dt historical jj importance nn tea nn korea nnp cc china nnp cc rb tasted vbd dt jjs expensive jj green jj tea nn prp vbp ever rb seen vbn case po pattern something like loading corpus clearly using python package regular expression quickly become hard understand debug update developer elegant way nltk helper function find pattern po tagged text readable usual regex thanks
getting text from the class &quot;Parse&quot; opennlp,"<p>I have a parse tree, which is an object of the class <code>Parse</code> class in opennlp. I want to print the text from the parse tree. For example consider the sentence: <code>Wikipedia is a collaboratively edited, multilingual, free Internet encyclopedia supported by the non-profit Wikimedia Foundation.</code>. I have identified the noun phrases in the sentence: </p>

<pre><code> (NP (NNP Wikipedia))
 (NP (NP (DT a) (RB collaboratively) (JJ edited,) (JJ multilingual,) (JJ free) (NNP    Internet) (NN encyclopedia)) (VP (VBN supported) (PP (IN by) (NP (DT the) (JJ non-profit) (NNP Wikimedia) (NNP Foundation.)))))
 (NP (DT a) (RB collaboratively) (JJ edited,) (JJ multilingual,) (JJ free) (NNP Internet)  (NN encyclopedia))
 (NP (DT the) (JJ non-profit) (NNP Wikimedia) (NNP Foundation.))
</code></pre>

<p>I want to output the list <code>[""Wikipedia"", ""collaboratively edited..."", ""non profit wikimedia foundation""]</code>. The <code>getText</code> method in <code>Parse</code> returns the whole sentence, instead of just the string associated with the parse tree. Is there a way to do that directly in OpenNLP?    </p>
",Parsing & POS Tagging,getting text class parse opennlp parse tree object class class opennlp want print text parse tree example consider sentence identified noun phrase sentence want output list method return whole sentence instead string associated parse tree way directly opennlp
Different xsubj dependency output from CoreNLP and stanford dependency parser,"<p>I am using latest CoreNLP 1.3.5 . For the example sentence of xsubj dependency ""Tom likes to eat fish"", I am not getting a dependency xsubj(eat, Tom). Although I get a dependency xcomp(like, eat).</p>

<p>But I can see the dependency xsubj in the latest stanford dependecy parser 2.0.5 output for same sentence.
I tried copying some classes for parser, semgraph and Trees into the coreNLP jar from stanford parser jar. But still I could not get this outut.
Can anybody please guide me , how can I determine this relation.</p>
",Parsing & POS Tagging,different xsubj dependency output corenlp stanford dependency parser using latest corenlp example sentence xsubj dependency tom like eat fish getting dependency xsubj eat tom although get dependency xcomp like eat see dependency xsubj latest stanford dependecy parser output sentence tried copying class parser semgraph tree corenlp jar stanford parser jar still could get outut anybody please guide determine relation
Parser tags for OpenNLP,"<p>Is there any documentation about the meaning of parser tags in OpenNLP? I know that the POS tag types follows the TreeBank convention, but unfortunately I haven't found any information about the parser tags, such as ""SBAR"", etc.</p>

<p>Does this documentation exist somewhere or I have to figure it out myself?</p>
",Parsing & POS Tagging,parser tag opennlp documentation meaning parser tag opennlp know po tag type follows treebank convention unfortunately found information parser tag sbar etc doe documentation exist somewhere figure
replacing pronoun with its antecedent using python2.7 and nltk,"<p>As the title shows I am trying to look for pronouns in a string and replace it with it's antecedent  like: </p>

<pre><code>[in]: ""the princess looked from the palace, she was happy"".
[out]: ""the princess looked from the palace, the princess was happy"". 
</code></pre>

<p>I use pos tag to return pronouns  and nouns. I need to know  how to replace without knowing the sentence, meaning how to specify the subject in the sentence to replace the pronoun with it. Any suggestions?</p>
",Parsing & POS Tagging,replacing pronoun antecedent using python nltk title show trying look pronoun string replace antecedent like use po tag return pronoun noun need know replace without knowing sentence meaning specify subject sentence replace pronoun suggestion
Discriminatively trained supervised part of speech tagging,"<p>I have to implement a Discriminatively trained supervised part of speech tagger, and I have been looking at a couple of techniques including Maximum likelihood, perceptron and the large margin (SVM). Finally after reading through some experimental results quoted in a couple of research papers i have come down to using SVMs for it. I have been studying it for some time and a couple of things in theory seem a little confusing.
Can someone please point me to some relevant reading material to a practical implementation or just more clarification on how to implement it using Viterbi Algorithm.</p>

<p>P.S. : I am not asking for the solution, but just need some guidance.</p>
",Parsing & POS Tagging,discriminatively trained supervised part speech tagging implement discriminatively trained supervised part speech tagger looking couple technique including maximum likelihood perceptron large margin svm finally reading experimental result quoted couple research paper come using svms studying time couple thing theory seem little confusing someone please point relevant reading material practical implementation clarification implement using viterbi algorithm p asking solution need guidance
Does NLTK parts of speech tagger use global information or just the word that is being tagged?,"<p>I am currently doing some parts of speech tagging using NLTK's ""nltk.pos_tag"". I was wondering does NLTK's tagger use information beyond the word that is currently being tagged to determine the POS of the word?</p>

<p>If not does NLTK have a tagger that would do this?</p>

<p>Thanks in advance for any info!</p>
",Parsing & POS Tagging,doe nltk part speech tagger use global information word tagged currently part speech tagging using nltk nltk po tag wa wondering doe nltk tagger use information beyond word currently tagged determine po word doe nltk tagger would thanks advance info
Java CFG parser that supports ambiguities,"<p>I'm looking for a CFG parser implemented with Java. The thing is I'm trying to parse a natural language. And I need all possible parse trees (ambiguity) not only one of them. I already researched many NLP parsers such as Stanford parser. But they mostly require statistical data (a treebank which I don't have) and it is rather difficult and poorly documented to adapt them in to a new language.
I found some parser generators such as ANTRL or JFlex but I'm not sure that they can handle ambiguities.  So which parser generator or java library is best for me?
Thanks in advance</p>
",Parsing & POS Tagging,java cfg parser support ambiguity looking cfg parser implemented java thing trying parse natural language need possible parse tree ambiguity one already researched many nlp parser stanford parser mostly require statistical data treebank rather difficult poorly documented adapt new language found parser generator antrl jflex sure handle ambiguity parser generator java library best thanks advance
Calculate frequency of function words,"<p>I would like to calculate the frequency of <a href=""http://en.wikipedia.org/wiki/Function_word"" rel=""nofollow"">function words</a> in Python/NLTK. I see two ways to go about it : </p>

<ul>
<li>Use Part-Of-Speech tagger and sum up on POS tags which constitute to function words</li>
<li>Create a list of function words and perform a simple look up</li>
</ul>

<p>The catch in the first case is that, my data is noisy and I don't know(for sure) which POS tags constitute as function words. The catch in the second case is I don't have a list and since my data is noisy the lookup won't be accurate. </p>

<p>I would prefer the first to the second or any other example which would throw me more accurate results.</p>
",Parsing & POS Tagging,calculate frequency function word would like calculate frequency function word python nltk see two way go use part speech tagger sum po tag constitute function word create list function word perform simple look catch first case data noisy know sure po tag constitute function word catch second case list since data noisy lookup accurate would prefer first second example would throw accurate result
checking if a sentence is grammatically correct using stanford parser,"<p>Is there any method to check if a sentence is grammatically correct or not using stanford parser? As of now am able to get the parse tree of a sentence using stanford parser. I got stuck here and don't know how to proceed further.</p>
",Parsing & POS Tagging,checking sentence grammatically correct using stanford parser method check sentence grammatically correct using stanford parser able get parse tree sentence using stanford parser got stuck know proceed
Using context to improve part-of-speech tagging,"<p>Are there some common or recommended techniques for using the context of word to improve the accuracy of part-of-speech tagging?</p>

<p>For example if I had the sentence:</p>

<blockquote>
  <p>I played golf on a links.</p>
</blockquote>

<p>The word ""links"" could be either singular (a golf course) or plural. I tried this sentence in several grammar checkers and they all correctly recognized the sentence as valid.</p>

<p>The problem is they also thought that this sentence was valid:</p>

<blockquote>
  <p>I clicked on a links.</p>
</blockquote>

<p>Is there a good way to use the context (clicked vs played golf) to infer the correct part-of-speech?</p>

<p>Thanks!</p>
",Parsing & POS Tagging,using context improve part speech tagging common recommended technique using context word improve accuracy part speech tagging example sentence played golf link word link could either singular golf course plural tried sentence several grammar checker correctly recognized sentence valid problem also thought sentence wa valid clicked link good way use context clicked v played golf infer correct part speech thanks
CFG using POS tags in NLTK,"<p>I am trying to check if a given sentence is <em>grammatical</em> using NLTK.</p>

<p>Ex: </p>

<blockquote>
  <p>OK :   The whale licks the sadness</p>
  
  <p>NOT OK :   The best I ever had</p>
</blockquote>

<p>I know that I could do POS tagging, then use a CFG parser and check that way, but I have yet to find a CFG that uses POS tags instead of actual words as terminal branches. </p>

<p>Is there a CFG that anyone can recommend? I think that making my own is silly, because I am not a linguist and will probably leave out important structures.</p>

<p>Also, my application is such that the system would ideally reject many sentences and only approve sentences it is extremely sure of.</p>

<p>Thanks :D</p>
",Parsing & POS Tagging,cfg using po tag nltk trying check given sentence grammatical using nltk ex ok whale lick sadness ok best ever know could po tagging use cfg parser check way yet find cfg us po tag instead actual word terminal branch cfg anyone recommend think making silly linguist probably leave important structure also application system would ideally reject many sentence approve sentence extremely sure thanks
stanford parser or an alternative to it in dotnet,"<p>i'm working on a Q&amp;A project in the dotnet framework and i need something that do the NLP processes like , Part of speech tagging , and generating parse trees </p>

<p>i know Stanford parser but am a little bit confused about finding an interface to it in C# 
i searched for a good alternative and i found : </p>

<p>1- <a href=""http://nlpdotnet.com/Services/Introduction.aspx"" rel=""nofollow"">http://nlpdotnet.com/Services/Introduction.aspx</a>   (but it doesn't provide parse trees )</p>

<p>i wonder if there are some good alternatives as well </p>
",Parsing & POS Tagging,stanford parser alternative dotnet working q project dotnet framework need something nlp process like part speech tagging generating parse tree know stanford parser little bit confused finding interface c searched good alternative found provide parse tree wonder good alternative well
Extracting noun phrases from a text file using stanford typed parser,"<p>I have a text which I want to extract the noun phrases from it. I can easily get the typed parser for the text that i have, but wondering how i can extract the noun phrases in the text ?</p>
",Parsing & POS Tagging,extracting noun phrase text file using stanford typed parser text want extract noun phrase easily get typed parser text wondering extract noun phrase text
How to Extract the Noun Phrases using Open NLP,"<p>I am new to Open NLP and need some help in extracting noun phrases using it. I have generated a tree structure which contains the pos tags with the text. But from the tree structure I am not able to extract the noun phrases. Here is the code I am using:</p>

<pre><code>InputStream is = new FileInputStream(""en-parser-chunking.bin"");
ParserModel model = new ParserModel(is);
Parser parser = ParserFactory.create(model);
Parse topParses[] = ParserTool.parseLine(line, parser, 1);
    for (Parse p : topParses){
             p.show();} 
</code></pre>

<p>Here <code>p.show()</code> prints the tree structure and it does not return anything. How can I use <code>p.show()</code> to extract the noun phrases or is there any other way to get them from  the tree structure?</p>

<p>Please help me on this.</p>

<p>Thanks in Advance</p>

<p>Gouse.</p>
",Parsing & POS Tagging,extract noun phrase using open nlp new open nlp need help extracting noun phrase using generated tree structure contains po tag text tree structure able extract noun phrase code using print tree structure doe return anything use extract noun phrase way get tree structure please help thanks advance gouse
How does Facebook Graph Search work?,"<p>I'm guessing I'm on thin ice with regards to a question that can be answered instead of just discussed as from my research <a href=""https://www.facebook.com/about/graphsearch"" rel=""nofollow"">Facebook's Graph Search</a> seems to be in stealth mode with nothing much officially shared by Facebook, except <a href=""http://www.facebook.com/notes/facebook-engineering/under-the-hood-building-graph-search-beta/10151240856103920"" rel=""nofollow"">this.</a></p>

<p>I'm interested in how facebook are getting this to work. So I've been playing with OpenNLP and the POS Tagger (parts of speech). I've got that far, but then it became obvious how many nuances exist with natural language, kinda knew that but didn't respect it, until I hacked something together.</p>

<p>So I got this far - </p>

<pre><code>[Debug] Question :: Friends from France who like England
[Debug] Token =  Friends :: POS = NNS
[Debug] Token =  from :: POS = IN
[Debug] Token =  France :: POS = NNP
[Debug] Token =  who :: POS = WP
[Debug] Token =  like :: POS = VBP
[Debug] Token =  England :: POS = NNP
</code></pre>

<p>Where POS is part of speech as described <a href=""http://www.ling.upenn.edu/courses/Fall_2003/ling001/penn_treebank_pos.html"" rel=""nofollow"">here</a> </p>

<p>I guess from there I can take the POS tags and where I have a rule set look for similar terms in my schema? Rules seem a brittle approach. Perhaps I should have an ontology to have thing related to a friend in there some how? The problem seems ""easier"" for a triple store, where the semantics are already tagged e.g. ""James"",""likes"",""England"" and I have another triple where ""James"",""comes from"",""France"" it's essentially just a just a join in SQL.</p>

<p>This is purely academic, a little hack for the evenings. I'm just interested in how this works for them. This google <a href=""https://www.google.co.uk/search?client=ubuntu&amp;channel=fs&amp;q=Penn+English+Treebank+POS+tags&amp;ie=utf-8&amp;oe=utf-8&amp;gl=uk&amp;redir_esc=&amp;ei=fQMBUZ_UDqiQ0QWP_ID4DA#hl=en&amp;safe=off&amp;client=ubuntu&amp;hs=a7z&amp;tbo=d&amp;channel=fs&amp;gl=uk&amp;sclient=psy-ab&amp;q=natural+language+to+sql&amp;oq=natural+language+to+&amp;gs_l=serp.3.1.0l4j0i30l2j0i8i30l2j0i22l2.304621.308285.1.310750.20.14.0.0.0.0.1020.3678.1j9j1j0j1j1j0j1.14.0.les%3B..0.0...1c.1.mqFfKFhPqOY&amp;psj=1&amp;bav=on.2,or.r_gc.r_pw.r_cp.r_qf.&amp;bvm=bv.41248874,d.d2k&amp;fp=399618ef21ce39da&amp;biw=1024&amp;bih=656"" rel=""nofollow"">search</a> throws up some things of interest.</p>

<p>So specific questions are, how does graph search work? How is natural language mapped to what ever query/ datastore they use? Other than Wolfram Alpha are there any other good examples of this type of thing? Is there anything open source? What computer science concepts are used here that I should go and read up on?</p>

<p>Cheers</p>

<p>David   </p>
",Parsing & POS Tagging,doe facebook graph search work guessing thin ice regard question answered instead discussed research facebook graph search seems stealth mode nothing much officially shared facebook except interested facebook getting work playing opennlp po tagger part speech got far became obvious many nuance exist natural language kinda knew respect hacked something together got far po part speech described guess take po tag rule set look similar term schema rule seem brittle approach perhaps ontology thing related friend problem seems easier triple store semantics already tagged e g james like england another triple james come france essentially join sql purely academic little hack evening interested work google search throw thing interest specific question doe graph search work natural language mapped ever query datastore use wolfram alpha good example type thing anything open source computer science concept used go read cheer david
How to get PoS tag of individual words in a sentence?,"<p>I have been using <a href=""http://nlp.stanford.edu/software/tagger.shtml"" rel=""nofollow"">Stanford POS Tagger</a> to tag parts of speech in a sentence. What I have learnt from the documentation and other questions on the topic on stackoverflow is that following code gives POS Tagging of a sentence </p>

<pre><code>            MaxentTagger tagger = new MaxentTagger(""./left3words-wsj-0-18.tagger"");
                     String tags=tagger.tagString(Summary);
</code></pre>

<p>but what I want is to get the POS Tag of individual words. One possible way of doing this is to break up the input string and give input to the Tagger word by word but it does not seem elegant and I think that it increases the chances of errors. <a href=""http://nlp.stanford.edu/nlp/javadoc/javanlp/edu/stanford/nlp/tagger/maxent/MaxentTagger.html#apply%28java.util.List%29"" rel=""nofollow"">Javadoc</a> says that apply function is available that returns the ArrayList of TaggedWords but I have not been able to call this function successfully.
Any idea how can I get the POS tagging of individual words of a string using Stanford POS 
Tagger either by apply function or some other function??</p>
",Parsing & POS Tagging,get po tag individual word sentence using stanford po tagger tag part speech sentence learnt documentation question topic stackoverflow following code give po tagging sentence want get po tag individual word one possible way break input string give input tagger word word doe seem elegant think increase chance error javadoc say apply function available return arraylist taggedwords able call function successfully idea get po tagging individual word string using stanford po tagger either apply function function
Understanding structured perceptron for POS tagging,"<p>I have some trouble understanding exactly how one should implement the structured perceptron for part-of-speech tagging. Could you please confirm or correct my thoughts, and/or fill in any gaps missing?</p>

<p>So, basically the structured perceptron is a variant of the multiclass perceptron, except for how you implement collecting the best score. A first-order Markov assumption is made, saying that the current sequence index only depends on the previous index. The input is an entire sequence of words, instead of just one word as would be in a non-structured case, as well as a vector of all possible labels (y). The function f(x,y) returns a guessed label sequence for the given word sequence.</p>

<p>In a multiclass perceptron, getting the best score is easily done through iteration since we only deal with classifying one label to one instance. The problem with classifying entire sequences is that it results in an exponential growth of the number of possible labelings. This is where the Viterbi algorithm is needed, which recursively finds the best path using two feature sets; one for determining how likely a given POS tag is to a certain word, and one for determining how likely a certain POS tag is coming directly after another POS tag. The score from each of these feature sets are multiplied with a unique weight for each state. If the chosen path is wrong, each weight in the states of the wrong path are punished, and the weights in the correct path are awarded.</p>

<p>This is about how far I have (hopefully) understood. My biggest questions right now is how the features are structured (is the previous tag sequence a part of the features?), and how to actually implement the Viterbi algorithm. Also, is there an implementation of a POS tagger using structured perceptron anywhere I could analyze (preferably in Java)? </p>

<p>I would be very grateful if you could give me some hints! </p>
",Parsing & POS Tagging,understanding structured perceptron po tagging trouble understanding exactly one implement structured perceptron part speech tagging could please confirm correct thought fill gap missing basically structured perceptron variant multiclass perceptron except implement collecting best score first order markov assumption made saying current sequence index depends previous index input entire sequence word instead one word would non structured case well vector possible label function f x return guessed label sequence given word sequence multiclass perceptron getting best score easily done iteration since deal classifying one label one instance problem classifying entire sequence result exponential growth number possible labelings viterbi algorithm needed recursively find best path using two feature set one determining likely given po tag certain word one determining likely certain po tag coming directly another po tag score feature set multiplied unique weight state chosen path wrong weight state wrong path punished weight correct path awarded far hopefully understood biggest question right feature structured previous tag sequence part feature actually implement viterbi algorithm also implementation po tagger using structured perceptron anywhere could analyze preferably java would grateful could give hint
Specifying the frequencies of nouns in text using java,"<p>I have a file contains the words attached with POS tags such as </p>

<pre><code>Tom/NNP went/VBP to/IN the/DT stadium/NN ....etc
</code></pre>

<p>I need to know the frequency of all nouns contains in this file. So, the output might be </p>

<pre><code>stadium     12 
football    20
player      13
</code></pre>

<p>where these numbers are the times of numbers these nouns occur in the text. How can I do this in java? </p>
",Parsing & POS Tagging,specifying frequency noun text using java file contains word attached po tag need know frequency noun contains file output might number time number noun occur text java
NLP - subject of sentence,"<p>I am trying to get the main subject of a sentence, i.e what a sentence is talking about (not the grammatical subject which may be different).</p>

<p>So far I have got </p>

<p>1.) OpenNLP in Java which is giving me sentence detection, POS tagging, parsing, tokenizer and Name Finder.</p>

<p>2.) MatlParser,stanford Parser - which can give the grammatical subject of a simple sentence by dependency parsing.</p>

<p>I think a noun or a noun phrase will always be subject in more general sense,but a sentence can have many nouns and noun phrases.
Any help would be much appreciated.</p>
",Parsing & POS Tagging,nlp subject sentence trying get main subject sentence e sentence talking grammatical subject may different far got opennlp java giving sentence detection po tagging parsing tokenizer name finder matlparser stanford parser give grammatical subject simple sentence dependency parsing think noun noun phrase always subject general sense sentence many noun noun phrase help would much appreciated
extracting the text from output parse Tree,"<p>I am new to nlp, I am trying to use stanford parser to extract the (NP ) sentence from a text,  I want to retrieve the parts of the text where it's tagged (NP )</p>

<p>if a part is tagged (NP ) and a smaller part inside it is also tagged (NP ) I want to take the smaller part.</p>

<p>till now I managed to do what I wanted in the following method:</p>

<pre><code>private static ArrayList&lt;Tree&gt; extract(Tree t) 
{
    ArrayList&lt;Tree&gt; wanted = new ArrayList&lt;Tree&gt;();
   if (t.label().value().equals(""NP"") )
    {
       wanted.add(t);
        for (Tree child : t.children())
        {
            ArrayList&lt;Tree&gt; temp = new ArrayList&lt;Tree&gt;();
            temp=extract(child);
            if(temp.size()&gt;0)
            {
                int o=-1;
                o=wanted.indexOf(t);
                if(o!=-1)
                    wanted.remove(o);
            }
            wanted.addAll(temp);
        }
    }

    else
        for (Tree child : t.children())
            wanted.addAll(extract(child));
    return wanted;
}
</code></pre>

<p>The return type of this method is a list of trees, When I do the following:</p>

<pre><code>     LexicalizedParser parser = LexicalizedParser.loadModel();
        x = parser.apply(""Who owns club barcelona?"");
     outs=extract(x);
    for(int i=0;i&lt;outs.size();i++){System.out.println(""tree #""+i+"": ""+outs.get(i));}
</code></pre>

<p>is :</p>

<pre><code>tree #0: (NP (NN club) (NN barcelona))
</code></pre>

<p>I want the output to be <code>""club barcelona""</code> right away, without the tags, I tried the <code>.labels();</code> property and <code>.label().value();</code> they return the tags instead</p>
",Parsing & POS Tagging,extracting text output parse tree new nlp trying use stanford parser extract np sentence text want retrieve part text tagged np part tagged np smaller part inside also tagged np want take smaller part till managed wanted following method return type method list tree following want output right away without tag tried property return tag instead
Combining nn tags to form noun phrases using Java,"<p>How to combine all nn tags to a phrase tag using Java </p>

<pre><code>nsubj(martyrdom-4, Today-1)
cop(martyrdom-4, is-2)
det(martyrdom-4, the-3)
root(ROOT-0, martyrdom-4)
nn(Mukherjee-7, Dr-6)
prep_of(martyrdom-4, Mukherjee-7)
det(founder-9, the-8)
dep(tribute-17, founder-9)

prep_of(founder-9, Jan-11)
nn(body-15, Sangh-12)
nn(body-15, BJP-13)
nn(body-15, parent-14)
dep(tribute-17, body-15)
poss(tribute-17, My-16)
dep(martyrdom-4, tribute-17)
prep_to(tribute-17, him-19)
</code></pre>

<p>I want to get a noun phrase:</p>

<pre><code>prep_of(founder-9,Jan-11)
nn(body-15, Sangh-12)
nn(body-15, BJP-13)
nn(body-15, parent-14)
</code></pre>

<p>The output should be----------> jan sangh BJP parent</p>
",Parsing & POS Tagging,combining nn tag form noun phrase using java combine nn tag phrase tag using java want get noun phrase output jan sangh bjp parent
NLP text annotation storage and access,"<p>I have a large corpus of text (10 million sentences or so) which I'd like to preprocess with various NLP tools (POS tagger, Syntax parser, Dependency Parser, etc). I need to store the various annotation layers created by these tools somehow, and access them on-the-fly from within my Java code (perhaps by providing the start and end index of the text span in the corpus, and the type of annotation).</p>

<p>Does a software system already exist to store and access these annotations quickly? If not, what would be the best way to store and access these annotations? Speed of access would be most important.</p>
",Parsing & POS Tagging,nlp text annotation storage access large corpus text million sentence like preprocess various nlp tool po tagger syntax parser dependency parser etc need store various annotation layer created tool somehow access fly within java code perhaps providing start end index text span corpus type annotation doe software system already exist store access annotation quickly would best way store access annotation speed access would important
